aset,bset,class,conf,meas
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.47,2.84
FOREIGN_WORKER=yes,AGE=le_30d2 HOUSING=own EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.35,2.84
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.48,2.84
FOREIGN_WORKER=yes,PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.56,2.83
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 RESIDENCE_SINCE=gt_2d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.54,2.83
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.34,2.83
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 HOUSING=own,CREDIT=bad,0.4,2.83
FOREIGN_WORKER=yes,EXISTING_CREDITS=le_1d6 JOB=skilled NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.35,2.83
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,2.83
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.5,2.83
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.35,2.82
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4,CREDIT=bad,0.35,2.82
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.4,2.82
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 HOUSING=own,CREDIT=bad,0.28,2.82
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=life_insurance OWN_TELEPHONE=none,CREDIT=bad,0.56,2.82
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.31,2.82
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=life_insurance OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=good,0.7,2.82
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.23,2.82
FOREIGN_WORKER=yes,RESIDENCE_SINCE=gt_2d8 HOUSING=own,CREDIT=bad,0.23,2.81
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.42,2.81
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.42,2.81
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.35,2.81
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.35,2.81
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.44,2.81
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.31,2.81
FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.56,2.81
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.62,2.81
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.48,2.81
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.35,2.8
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.46,2.8
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.46,2.8
FOREIGN_WORKER=yes,DURATION=le_17d6 PURPOSE=new_car SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.28,2.8
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.64,2.8
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.42,2.8
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.42,2.8
FOREIGN_WORKER=yes,PURPOSE=new_car PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.56,2.8
FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,2.8
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=lt_1 AGE=le_30d2 HOUSING=own,CREDIT=bad,0.4,2.8
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4,CREDIT=bad,0.7,2.8
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.28,2.8
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,2.8
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.56,2.8
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.31,2.8
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.45,2.79
FOREIGN_WORKER=yes,AGE=le_30d2 HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.31,2.79
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,2.79
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.31,2.79
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.34,2.79
FOREIGN_WORKER=yes,DURATION=le_17d6 PURPOSE=new_car OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.31,2.79
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.51,2.79
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.58,2.79
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.46,2.79
FOREIGN_WORKER=yes,PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,2.78
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4,CREDIT=bad,0.69,2.78
FOREIGN_WORKER=yes,DURATION=le_17d6 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.23,2.78
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 AGE=le_30d2,CREDIT=bad,0.27,2.78
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.18,2.78
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.46,2.78
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.69,2.78
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.41,2.78
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.34,2.78
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=life_insurance HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.39,2.77
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car EMPLOYMENT=from_1_lt_4,CREDIT=bad,0.66,2.77
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 PROPERTY_MAGNITUDE=life_insurance AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.55,2.77
FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=life_insurance,CREDIT=bad,0.55,2.77
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car EMPLOYMENT=from_1_lt_4,CREDIT=bad,0.66,2.77
PERSONAL_STATUS=female_div_sep_mar,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.36,2.77
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.19,2.77
FOREIGN_WORKER=yes,DURATION=le_17d6 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.19,2.77
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none JOB=unskilled_resident,CREDIT=bad,0.47,2.77
PERSONAL_STATUS=female_div_sep_mar,AGE=le_30d2 OTHER_PAYMENT_PLANS=none JOB=unskilled_resident,CREDIT=bad,0.47,2.77
FOREIGN_WORKER=yes,DURATION=le_17d6 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.19,2.77
FOREIGN_WORKER=yes,DURATION=le_17d6 SAVINGS_STATUS=lt_100 HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.21,2.77
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.34,2.77
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.46,2.76
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid PURPOSE=new_car EXISTING_CREDITS=le_1d6,CREDIT=bad,0.34,2.76
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car AGE=from_30d2_le_41d4,CREDIT=bad,0.46,2.76
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.55,2.76
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 HOUSING=own,CREDIT=bad,0.39,2.76
FOREIGN_WORKER=yes,DURATION=le_17d6 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.19,2.76
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.3,2.76
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.31,2.76
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.31,2.76
FOREIGN_WORKER=yes,DURATION=le_17d6 PURPOSE=new_car NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.34,2.76
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.34,2.76
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.45,2.75
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.34,2.75
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=gt_2d8 HOUSING=rent,CREDIT=bad,0.55,2.75
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.27,2.75
FOREIGN_WORKER=yes,DURATION=le_17d6 OTHER_PAYMENT_PLANS=none JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.22,2.75
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.45,2.75
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.68,2.75
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.39,2.75
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=own EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,2.75
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,2.75
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 OWN_TELEPHONE=none,CREDIT=bad,0.39,2.75
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.34,2.75
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment EMPLOYMENT=from_1_lt_4,CREDIT=bad,0.55,2.75
FOREIGN_WORKER=yes,DURATION=le_17d6 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.25,2.75
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.73,2.75
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.27,2.75
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.91,2.75
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.61,2.75
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.73,2.75
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 JOB=unskilled_resident NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,2.75
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.34,2.75
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=good,0.39,2.75
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 HOUSING=own,CREDIT=bad,0.5,2.75
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.66,2.75
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.3,2.74
FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=life_insurance OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.3,2.74
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.34,2.74
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 RESIDENCE_SINCE=gt_2d8 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,2.74
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 HOUSING=own NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.3,2.74
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.34,2.74
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.34,2.74
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.39,2.74
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 HOUSING=own,CREDIT=bad,0.3,2.74
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=car OTHER_PAYMENT_PLANS=none HOUSING=own OWN_TELEPHONE=yes,CREDIT=bad,0.44,2.74
PERSONAL_STATUS=female_div_sep_mar,AGE=le_30d2 JOB=unskilled_resident NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,2.74
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,AGE=le_30d2 JOB=unskilled_resident NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,2.74
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.6,2.73
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.34,2.73
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.68,2.73
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 OWN_TELEPHONE=none,CREDIT=bad,0.68,2.73
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.24,2.73
FOREIGN_WORKER=yes,AGE=le_30d2 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.34,2.73
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.72,2.73
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.3,2.73
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.54,2.73
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.3,2.73
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.43,2.73
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.34,2.73
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.43,2.73
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.52,2.73
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.34,2.72
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car RESIDENCE_SINCE=gt_2d8 AGE=le_30d2,CREDIT=bad,0.9,2.72
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.22,2.72
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 HOUSING=rent EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=good,0.45,2.72
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,1,2.72
FOREIGN_WORKER=yes,DURATION=le_17d6 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.27,2.72
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment RESIDENCE_SINCE=gt_2d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.45,2.72
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid AGE=le_30d2 JOB=skilled,CREDIT=bad,0.48,2.72
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.66,2.72
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 HOUSING=own,CREDIT=bad,0.3,2.72
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.27,2.72
PERSONAL_STATUS=female_div_sep_mar,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.4,2.72
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 EMPLOYMENT=from_1_lt_4 AGE=le_30d2,CREDIT=bad,0.56,2.72
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.54,2.71
