aset,bset,class,conf,measure
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.6,1.2
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.6,1.2
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.84,1.19
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 HOUSING=rent JOB=skilled,CREDIT=bad,0.55,1.19
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.66,1.19
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,1.19
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.56,1.19
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.66,1.19
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.66,1.19
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 OWN_TELEPHONE=none,CREDIT=bad,0.56,1.19
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2,CREDIT=bad,0.64,1.19
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.63,1.19
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,1.19
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 HOUSING=rent JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.56,1.19
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.57,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100,CREDIT=bad,0.63,1.18
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.59,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,1.18
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.62,1.18
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 JOB=skilled,CREDIT=bad,0.62,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.58,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 HOUSING=own EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.58,1.18
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 HOUSING=rent JOB=skilled,CREDIT=bad,0.55,1.18
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 AGE=from_30d2_le_41d4 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.59,1.18
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.62,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.63,1.18
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.59,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.66,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.64,1.18
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,0.59,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 JOB=skilled,CREDIT=bad,0.59,1.18
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=lt_1,CREDIT=bad,0.59,1.18
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 OTHER_PAYMENT_PLANS=bank JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.59,1.18
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 AGE=le_30d2,CREDIT=bad,0.55,1.18
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.64,1.17
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2,CREDIT=bad,0.58,1.17
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.68,1.17
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.7,1.17
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 JOB=skilled,CREDIT=bad,0.58,1.17
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 EMPLOYMENT=from_1_lt_4,CREDIT=bad,0.58,1.17
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.58,1.17
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.57,1.17
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.73,1.17
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.65,1.17
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.17
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.17
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.62,1.17
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,1.17
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=lt_1 PROPERTY_MAGNITUDE=car NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.17
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 PROPERTY_MAGNITUDE=car NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.17
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 OWN_TELEPHONE=none,CREDIT=bad,0.56,1.16
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 HOUSING=rent JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.66,1.16
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.66,1.16
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 HOUSING=rent EXISTING_CREDITS=le_1d6,CREDIT=bad,0.53,1.16
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 JOB=skilled,CREDIT=bad,0.58,1.16
FOREIGN_WORKER=yes,HOUSING=rent EXISTING_CREDITS=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.58,1.16
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 HOUSING=rent,CREDIT=bad,0.63,1.16
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.64,1.16
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.6,1.16
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.55,1.16
FOREIGN_WORKER=yes,CREDIT_HISTORY=no_credits_or_all_paid NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.16
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.55,1.16
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.16
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.62,1.15
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.55,1.15
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=car HOUSING=rent JOB=skilled,CREDIT=bad,0.57,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=bad,0.57,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1,CREDIT=bad,0.63,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.56,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.61,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 AGE=le_30d2,CREDIT=bad,0.54,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100,CREDIT=bad,0.65,1.15
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,1.15
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid HOUSING=own,CREDIT=bad,0.55,1.15
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.63,1.14
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.62,1.14
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 JOB=skilled,CREDIT=bad,0.57,1.14
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.73,1.14
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent EXISTING_CREDITS=le_1d6,CREDIT=bad,0.54,1.14
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.54,1.14
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.56,1.14
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.62,1.14
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.58,1.14
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.62,1.14
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 AGE=from_30d2_le_41d4 JOB=skilled,CREDIT=bad,0.57,1.14
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,1.14
FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment PROPERTY_MAGNITUDE=car AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.57,1.14
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.57,1.14
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.57,1.14
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OWN_TELEPHONE=none,CREDIT=bad,0.57,1.14
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OWN_TELEPHONE=none,CREDIT=bad,0.57,1.14
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,0.57,1.14
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,1.14
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,1.14
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,1.14
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=life_insurance JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.57,1.14
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100,CREDIT=bad,0.62,1.14
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OWN_TELEPHONE=none,CREDIT=bad,0.55,1.14
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.56,1.13
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.54,1.13
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.65,1.13
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.65,1.13
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.56,1.13
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.57,1.13
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=life_insurance JOB=skilled,CREDIT=bad,0.56,1.13
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.61,1.13
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 AGE=le_30d2,CREDIT=bad,0.57,1.13
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.56,1.13
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.56,1.13
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.56,1.13
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.13
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=yes,CREDIT=bad,0.55,1.13
FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 JOB=skilled,CREDIT=bad,0.56,1.13
FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment PROPERTY_MAGNITUDE=car JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.56,1.13
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.53,1.12
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=lt_1 PROPERTY_MAGNITUDE=car,CREDIT=bad,0.53,1.12
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 PROPERTY_MAGNITUDE=car,CREDIT=bad,0.53,1.12
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.65,1.12
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.59,1.12
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=yes,CREDIT=bad,0.56,1.12
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.56,1.12
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.6,1.12
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.56,1.12
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100,CREDIT=bad,0.65,1.12
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.61,1.12
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.56,1.12
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=yes,CREDIT=bad,0.56,1.12
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.57,1.12
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8 JOB=skilled,CREDIT=bad,0.6,1.12
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=from_1d6_le_2d2 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.56,1.12
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.56,1.12
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.56,1.12
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.55,1.11
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.11
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 HOUSING=rent JOB=skilled,CREDIT=bad,0.54,1.11
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.58,1.11
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.62,1.11
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.62,1.11
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.56,1.11
